atleast, >d, done_percent, <ep, learning_curve, <np, nprod, optimism, pomposity, productivity_exp, productivity_new, r, to, ts, >dom, !klass
..9.88,0.65,..9.99,7,33.61..64.18,8,2.4..4.27,..99.92,..9.54,..2.38,0.25..0.41,822.37..,36.85..44.64,31.93..50.42,0.24,..0.97
..9.88,47.28,..9.99,9.91,33.61..64.18,5.09,2.4..4.27,..99.92,..9.54,..2.38,0.25..0.41,822.37..,36.85..44.64,31.93..50.42,0.61,..0.97
..9.88,0.66,..9.99,1,33.61..64.18,9,4.32..8.09,..99.92,26.78..,2.38..,0.9..,236.03..817.08,..10.82,31.93..50.42,0.27,..0.97
..9.88,100,..9.99,1.15,33.61..64.18,8.85,4.32..8.09,..99.92,26.78..,2.38..,0.9..,236.03..817.08,..10.82,31.93..50.42,0.99,0.97..1
..9.88,0.32,..9.99,9,77.07..,9,4.32..8.09,..99.92,9.54..22.13,2.38..,0.52..0.66,..184.92,47.82..63.02,31.93..50.42,0.19,..0.97
..9.88,100,..9.99,9.09,77.07..,8.91,4.32..8.09,..99.92,9.54..22.13,2.38..,0.52..0.66,..184.92,47.82..63.02,31.93..50.42,0.92,..0.97
..9.88,0.68,..9.99,7,33.61..64.18,27,8.09..8.86,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,36.85..44.64,31.93..50.42,0.01,..0.97
..9.88,100,..9.99,7.68,33.61..64.18,26.32,8.09..8.86,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,31.93..50.42,0.4,..0.97
..9.88,100,..9.99,5.49,..10.66,4.51,9.5..,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,27.53..36.85,31.93..50.42,0.98,0.97..1
..9.88,0.53,..9.99,4,..10.66,6,9.5..,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,27.53..36.85,31.93..50.42,0.27,..0.97
..9.88,0.05,..9.99,5,77.07..,12,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.11,..0.97
..9.88,55.96,..9.99,8.36,77.07..,8.64,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,55.96,..9.99,6.81,77.07..,10.19,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.65,..0.97
..9.88,55.96,..9.99,5.94,77.07..,11.06,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.58,..0.97
..9.88,55.96,..9.99,5.55,77.07..,11.45,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.6,..0.97
..9.88,55.96,..9.99,6.33,77.07..,10.67,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.65,..0.97
..9.88,55.96,..9.99,7.73,77.07..,9.27,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.71,..0.97
..9.88,55.96,..9.99,7.17,77.07..,9.83,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.72,..0.97
..9.88,55.96,..9.99,7.51,77.07..,9.49,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.66,..0.97
..9.88,55.96,..9.99,6.07,77.07..,10.93,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,55.96,..9.99,6.2,77.07..,10.8,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.64,..0.97
..9.88,55.96,..9.99,5.28,77.07..,11.72,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.57,..0.97
..9.88,55.96,..9.99,7.39,77.07..,9.61,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,55.96,..9.99,5.14,77.07..,11.86,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,55.96,..9.99,5.81,77.07..,11.19,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.61,..0.97
..9.88,55.96,..9.99,6.57,77.07..,10.43,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,55.96,..9.99,8.25,77.07..,8.75,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.66,..0.97
..9.88,55.96,..9.99,7.28,77.07..,9.72,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.64,..0.97
..9.88,55.96,..9.99,8.46,77.07..,8.54,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.66,..0.97
..9.88,55.96,..9.99,8.46,77.07..,8.54,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.65,..0.97
..9.88,55.96,..9.99,6.93,77.07..,10.07,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.58,..0.97
..9.88,55.96,..9.99,7.05,77.07..,9.95,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.61,..0.97
..9.88,55.96,..9.99,7.94,77.07..,9.06,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.66,..0.97
..9.88,55.96,..9.99,6.45,77.07..,10.55,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.6,..0.97
..9.88,55.96,..9.99,7.62,77.07..,9.38,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,55.96,..9.99,8.15,77.07..,8.85,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.66,..0.97
..9.88,55.96,..9.99,6.69,77.07..,10.31,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.59,..0.97
..9.88,55.96,..9.99,5.41,77.07..,11.59,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.73,..0.97
..9.88,55.96,..9.99,5.68,77.07..,11.32,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.63,..0.97
..9.88,55.96,..9.99,7.83,77.07..,9.17,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,55.96,..9.99,8.05,77.07..,8.95,2.4..4.27,..99.92,9.54..22.13,2.38..,0.43..0.52,..184.92,87.57..98.38,31.93..50.42,0.74,..0.97
..9.88,0.88,..9.99,6,33.61..64.18,26,4.32..8.09,..99.92,9.54..22.13,2.38..,0.42..0.43,236.03..817.08,36.85..44.64,31.93..50.42,0.02,..0.97
..9.88,100,..9.99,6.46,33.61..64.18,25.54,4.32..8.09,..99.92,9.54..22.13,2.38..,0.42..0.43,236.03..817.08,36.85..44.64,31.93..50.42,0.59,..0.97
..9.88,34.06,..9.99,5.74,33.61..64.18,3.26,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,34.06,..9.99,5.31,33.61..64.18,3.69,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,34.06,..9.99,5.08,33.61..64.18,3.92,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.71,..0.97
..9.88,34.06,..9.99,2.55,33.61..64.18,6.45,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,34.06,..9.99,3.97,33.61..64.18,5.03,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,34.06,..9.99,1.93,33.61..64.18,7.07,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.63,..0.97
..9.88,34.06,..9.99,3.81,33.61..64.18,5.19,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.73,..0.97
..9.88,34.06,..9.99,1.47,33.61..64.18,7.53,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.74,..0.97
..9.88,34.06,..9.99,4.12,33.61..64.18,4.88,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.74,..0.97
..9.88,34.06,..9.99,4.27,33.61..64.18,4.73,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.7,..0.97
..9.88,34.06,..9.99,5.42,33.61..64.18,3.58,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.73,..0.97
..9.88,34.06,..9.99,5.2,33.61..64.18,3.8,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.61,..0.97
..9.88,34.06,..9.99,5.53,33.61..64.18,3.47,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,0.95,..9.99,1,33.61..64.18,8,4.32..8.09,..99.92,26.78..,2.38..,..0.25,822.37..,87.57..98.38,31.93..50.42,0.32,..0.97
..9.88,34.06,..9.99,1.7,33.61..64.18,7.3,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.59,..0.97
..9.88,34.06,..9.99,2.94,33.61..64.18,6.06,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.66,..0.97
..9.88,34.06,..9.99,2.75,33.61..64.18,6.25,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.75,..0.97
..9.88,34.06,..9.99,5.64,33.61..64.18,3.36,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.64,..0.97
..9.88,34.06,..9.99,4.95,33.61..64.18,4.05,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.69,..0.97
..9.88,34.06,..9.99,4.82,33.61..64.18,4.18,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.76,..0.97
..9.88,34.06,..9.99,3.31,33.61..64.18,5.69,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,34.06,..9.99,4.69,33.61..64.18,4.31,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,34.06,..9.99,4.56,33.61..64.18,4.44,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,34.06,..9.99,4.42,33.61..64.18,4.58,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.79,..0.97
..9.88,34.06,..9.99,3.48,33.61..64.18,5.52,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,34.06,..9.99,1.24,33.61..64.18,7.76,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,34.06,..9.99,2.14,33.61..64.18,6.86,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.71,..0.97
..9.88,34.06,..9.99,2.35,33.61..64.18,6.65,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.62,..0.97
..9.88,34.06,..9.99,3.65,33.61..64.18,5.35,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.67,..0.97
..9.88,34.06,..9.99,3.13,33.61..64.18,5.87,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,34.06,..9.99,5.74,33.61..64.18,3.26,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,87.57..98.38,31.93..50.42,0.68,..0.97
..9.88,100,..9.99,8.26,10.66..21.69,3.74,1.66..2.4,..99.92,22.13..26.78,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.97,0.97..1
..9.88,0.87,..9.99,8,10.66..21.69,4,1.66..2.4,..99.92,22.13..26.78,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.19,..0.97
..9.88,83.37,..9.99,10.56,33.61..64.18,15.44,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.6,..0.97
..9.88,83.37,..9.99,11.28,33.61..64.18,14.72,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.58,..0.97
..9.88,83.37,..9.99,7.59,33.61..64.18,18.41,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.6,..0.97
..9.88,83.37,..9.99,12.84,33.61..64.18,13.16,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.55,..0.97
..9.88,83.37,..9.99,12.41,33.61..64.18,13.59,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.62,..0.97
..9.88,83.37,..9.99,11.52,33.61..64.18,14.48,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.67,..0.97
..9.88,83.37,..9.99,14.04,33.61..64.18,11.96,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.65,..0.97
..9.88,83.37,..9.99,14.04,33.61..64.18,11.96,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.62,..0.97
..9.88,83.37,..9.99,13.85,33.61..64.18,12.15,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.56,..0.97
..9.88,83.37,..9.99,9.54,33.61..64.18,16.46,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.64,..0.97
..9.88,83.37,..9.99,11.75,33.61..64.18,14.25,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.58,..0.97
..9.88,83.37,..9.99,7.88,33.61..64.18,18.12,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.66,..0.97
..9.88,83.37,..9.99,7.3,33.61..64.18,18.7,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.52,..0.97
..9.88,83.37,..9.99,10.31,33.61..64.18,15.69,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.67,..0.97
..9.88,83.37,..9.99,11.97,33.61..64.18,14.03,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.58,..0.97
..9.88,83.37,..9.99,13.05,33.61..64.18,12.95,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.62,..0.97
..9.88,83.37,..9.99,13.66,33.61..64.18,12.34,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.51,..0.97
..9.88,83.37,..9.99,10.81,33.61..64.18,15.19,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.59,..0.97
..9.88,83.37,..9.99,9.8,33.61..64.18,16.2,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.56,..0.97
..9.88,83.37,..9.99,13.46,33.61..64.18,12.54,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.62,..0.97
..9.88,83.37,..9.99,8.73,33.61..64.18,17.27,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.53,..0.97
..9.88,83.37,..9.99,12.63,33.61..64.18,13.37,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.54,..0.97
..9.88,83.37,..9.99,12.19,33.61..64.18,13.81,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.57,..0.97
..9.88,83.37,..9.99,11.05,33.61..64.18,14.95,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.53,..0.97
..9.88,83.37,..9.99,13.25,33.61..64.18,12.75,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.63,..0.97
..9.88,0.37,..9.99,7,33.61..64.18,19,2.4..4.27,..99.92,26.78..,..2.38,0.9..,822.37..,10.82..27.53,31.93..50.42,0.02,..0.97
..9.88,83.37,..9.99,8.17,33.61..64.18,17.83,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.65,..0.97
..9.88,83.37,..9.99,8.45,33.61..64.18,17.55,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.63,..0.97
..9.88,83.37,..9.99,10.06,33.61..64.18,15.94,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.59,..0.97
..9.88,83.37,..9.99,9.28,33.61..64.18,16.72,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.61,..0.97
..9.88,83.37,..9.99,9.01,33.61..64.18,16.99,2.4..4.27,..99.92,26.78..,..2.38,0.9..,236.03..817.08,10.82..27.53,31.93..50.42,0.53,..0.97
..9.88,23.19,..9.99,8.49,64.18..76.88,22.51,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.06,..0.97
..9.88,23.19,..9.99,6.79,64.18..76.88,24.21,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.04,..0.97
..9.88,23.19,..9.99,5.71,64.18..76.88,25.29,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.07,..0.97
..9.88,23.19,..9.99,8.16,64.18..76.88,22.84,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.03,..0.97
..9.88,23.19,..9.99,10.37,64.18..76.88,20.63,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.03,..0.97
..9.88,23.19,..9.99,11.82,64.18..76.88,19.18,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.1,..0.97
..9.88,23.19,..9.99,3.4,64.18..76.88,27.6,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.04,..0.97
..9.88,23.19,..9.99,9.13,64.18..76.88,21.87,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.11,..0.97
..9.88,23.19,..9.99,12.37,64.18..76.88,18.63,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.03,..0.97
..9.88,23.19,..9.99,4.19,64.18..76.88,26.81,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.05,..0.97
..9.88,23.19,..9.99,4.96,64.18..76.88,26.04,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.02,..0.97
..9.88,23.19,..9.99,12.64,64.18..76.88,18.36,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.06,..0.97
..9.88,23.19,..9.99,11.25,64.18..76.88,19.75,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.05,..0.97
..9.88,23.19,..9.99,8.81,64.18..76.88,22.19,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.07,..0.97
..9.88,23.19,..9.99,9.76,64.18..76.88,21.24,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.12,..0.97
..9.88,23.19,..9.99,6.07,64.18..76.88,24.93,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.04,..0.97
..9.88,23.19,..9.99,7.48,64.18..76.88,23.52,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.04,..0.97
..9.88,23.19,..9.99,3.8,64.18..76.88,27.2,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.04,..0.97
..9.88,23.19,..9.99,6.43,64.18..76.88,24.57,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.1,..0.97
..9.88,23.19,..9.99,5.34,64.18..76.88,25.66,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.07,..0.97
..9.88,23.19,..9.99,7.14,64.18..76.88,23.86,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.05,..0.97
..9.88,23.19,..9.99,4.58,64.18..76.88,26.42,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.05,..0.97
..9.88,23.19,..9.99,9.45,64.18..76.88,21.55,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.05,..0.97
..9.88,23.19,..9.99,10.07,64.18..76.88,20.93,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.1,..0.97
..9.88,23.19,..9.99,12.64,64.18..76.88,18.36,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.03,..0.97
..9.88,23.19,..9.99,7.82,64.18..76.88,23.18,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.05,..0.97
..9.88,23.19,..9.99,10.96,64.18..76.88,20.04,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.1,..0.97
..9.88,23.19,..9.99,10.67,64.18..76.88,20.33,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.06,..0.97
..9.88,23.19,..9.99,11.54,64.18..76.88,19.46,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.09,..0.97
..9.88,23.19,..9.99,12.09,64.18..76.88,18.91,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0.08,..0.97
..9.88,0.18,..9.99,3,64.18..76.88,28,..1.65,..99.92,9.54..22.13,2.38..,0.9..,236.03..817.08,63.4..87.12,31.93..50.42,0,..0.97
..9.88,100,..9.99,3.17,33.61..64.18,5.83,8.09..8.86,..99.92,26.78..,2.38..,..0.25,..184.92,10.82..27.53,51.12..64.07,0.97,0.97..1
..9.88,0.58,..9.99,3,33.61..64.18,6,8.09..8.86,..99.92,26.78..,2.38..,..0.25,..184.92,10.82..27.53,51.12..64.07,0.37,..0.97
..9.88,92.37,..9.99,7.28,21.75..24,2.72,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,92.37,..9.99,8.07,21.75..24,1.93,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,0.01,..9.99,4,21.75..24,6,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,236.03..817.08,27.53..36.85,51.12..64.07,0.29,..0.97
..9.88,92.37,..9.99,5.07,21.75..24,4.93,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,92.37,..9.99,4.28,21.75..24,5.72,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,92.37,..9.99,6.51,21.75..24,3.49,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,92.37,..9.99,7.98,21.75..24,2.02,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,92.37,..9.99,8.34,21.75..24,1.66,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,92.37,..9.99,8.57,21.75..24,1.43,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.96,..0.97
..9.88,92.37,..9.99,8.5,21.75..24,1.5,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,1,0.97..1
..9.88,92.37,..9.99,4.55,21.75..24,5.45,4.32..8.09,..99.92,26.78..,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.96,..0.97
..9.88,92.37,..9.99,6.84,21.75..24,3.16,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.96,..0.97
..9.88,92.37,..9.99,5.75,21.75..24,4.25,4.32..8.09,..99.92,22.13..26.78,2.38..,0.43..0.52,189.65..236.03,27.53..36.85,51.12..64.07,0.95,..0.97
